Região Habilitação Atual;UF Habilitação Atual;Sexo;Faixa Etária;Categoria;Qt. Condutor Histórico
Centro-Oeste;Goiás;Feminino;71 a 80;C-Condutor Caminhão;50
Centro-Oeste;Goiás;Feminino;71 a 80;D-Condutor Ônibus;53
Centro-Oeste;Goiás;Feminino;71 a 80;E-Condutor Carreta;4
Centro-Oeste;Goiás;Feminino;71 a 80;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Goiás;Feminino;81 a 90;A-Condutor Moto;6
Centro-Oeste;Goiás;Feminino;81 a 90;AB-Condutor Moto/Carro;21
Centro-Oeste;Goiás;Feminino;81 a 90;AC-Condutor Moto/Caminhão;1
Centro-Oeste;Goiás;Feminino;81 a 90;AD-Condutor Moto/Ônibus;1
Centro-Oeste;Goiás;Feminino;81 a 90;B-Condutor Carro;4.801
Centro-Oeste;Goiás;Feminino;81 a 90;C-Condutor Caminhão;7
Centro-Oeste;Goiás;Feminino;81 a 90;D-Condutor Ônibus;13
Centro-Oeste;Goiás;Feminino;91 a 100;AB-Condutor Moto/Carro;1
Centro-Oeste;Goiás;Feminino;91 a 100;B-Condutor Carro;665
Centro-Oeste;Goiás;Feminino;91 a 100;D-Condutor Ônibus;1
Centro-Oeste;Goiás;Feminino;101 a 120;AB-Condutor Moto/Carro;1
Centro-Oeste;Goiás;Feminino;101 a 120;B-Condutor Carro;29
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;A-Condutor Moto;1.122
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;AB-Condutor Moto/Carro;18.482
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;AC-Condutor Moto/Caminhão;229
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;AD-Condutor Moto/Ônibus;76
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;AE-Condutor Moto/Carreta;19
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;B-Condutor Carro;4.522
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;C-Condutor Caminhão;24
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;D-Condutor Ônibus;3
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;E-Condutor Carreta;1
Centro-Oeste;Mato Grosso do Sul;Masculino;18 a 21;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;A-Condutor Moto;3.760
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;AB-Condutor Moto/Carro;37.003
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;AC-Condutor Moto/Caminhão;1.035
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;AD-Condutor Moto/Ônibus;2.366
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;AE-Condutor Moto/Carreta;606
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;B-Condutor Carro;9.023
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;C-Condutor Caminhão;74
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;D-Condutor Ônibus;142
Centro-Oeste;Mato Grosso do Sul;Masculino;22 a 25;E-Condutor Carreta;44
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;A-Condutor Moto;4.708
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;AB-Condutor Moto/Carro;50.436
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;AC-Condutor Moto/Caminhão;2.323
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;AD-Condutor Moto/Ônibus;8.700
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;AE-Condutor Moto/Carreta;3.630
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;B-Condutor Carro;11.181
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;C-Condutor Caminhão;135
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;D-Condutor Ônibus;463
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;E-Condutor Carreta;105
Centro-Oeste;Mato Grosso do Sul;Masculino;26 a 30;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;A-Condutor Moto;6.889
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;AB-Condutor Moto/Carro;97.179
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;AC-Condutor Moto/Caminhão;5.421
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;AD-Condutor Moto/Ônibus;30.983
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;AE-Condutor Moto/Carreta;17.681
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;B-Condutor Carro;21.364
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;C-Condutor Caminhão;416
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;D-Condutor Ônibus;2.066
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;E-Condutor Carreta;793
Centro-Oeste;Mato Grosso do Sul;Masculino;31 a 40;XB-Condutor Ciclomotor/Carro;3
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;A-Condutor Moto;4.026
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;AB-Condutor Moto/Carro;64.889
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;AC-Condutor Moto/Caminhão;8.208
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;AD-Condutor Moto/Ônibus;24.881
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;AE-Condutor Moto/Carreta;16.754
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;B-Condutor Carro;22.762
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;C-Condutor Caminhão;2.266
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;D-Condutor Ônibus;4.081
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;E-Condutor Carreta;2.926
Centro-Oeste;Mato Grosso do Sul;Masculino;41 a 50;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;A-Condutor Moto;2.386
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;AB-Condutor Moto/Carro;36.608
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;AC-Condutor Moto/Caminhão;11.141
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;AD-Condutor Moto/Ônibus;12.879
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;AE-Condutor Moto/Carreta;7.962
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;B-Condutor Carro;26.285
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;C-Condutor Caminhão;7.096
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;D-Condutor Ônibus;5.864
Centro-Oeste;Mato Grosso do Sul;Masculino;51 a 60;E-Condutor Carreta;3.973
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;A-Condutor Moto;811
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;AB-Condutor Moto/Carro;13.330
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;AC-Condutor Moto/Caminhão;5.953
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;AD-Condutor Moto/Ônibus;4.377
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;AE-Condutor Moto/Carreta;2.161
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;B-Condutor Carro;26.180
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;C-Condutor Caminhão;11.597
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;D-Condutor Ônibus;6.260
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;E-Condutor Carreta;3.479
Centro-Oeste;Mato Grosso do Sul;Masculino;61 a 70;X-Condutor Ciclomotor;1
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;A-Condutor Moto;228
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;AB-Condutor Moto/Carro;3.764
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;AC-Condutor Moto/Caminhão;913
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;AD-Condutor Moto/Ônibus;611
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;AE-Condutor Moto/Carreta;158
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;B-Condutor Carro;21.228
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;C-Condutor Caminhão;6.236
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;D-Condutor Ônibus;2.421
Centro-Oeste;Mato Grosso do Sul;Masculino;71 a 80;E-Condutor Carreta;757
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;A-Condutor Moto;45
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;AB-Condutor Moto/Carro;547
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;AC-Condutor Moto/Caminhão;155
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;AD-Condutor Moto/Ônibus;51
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;AE-Condutor Moto/Carreta;8
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;B-Condutor Carro;10.841
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;C-Condutor Caminhão;3.167
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;D-Condutor Ônibus;572
Centro-Oeste;Mato Grosso do Sul;Masculino;81 a 90;E-Condutor Carreta;94
Centro-Oeste;Mato Grosso do Sul;Masculino;91 a 100;A-Condutor Moto;3
Centro-Oeste;Mato Grosso do Sul;Masculino;91 a 100;AB-Condutor Moto/Carro;58
Centro-Oeste;Mato Grosso do Sul;Masculino;91 a 100;AC-Condutor Moto/Caminhão;14
Centro-Oeste;Mato Grosso do Sul;Masculino;91 a 100;B-Condutor Carro;3.848
Centro-Oeste;Mato Grosso do Sul;Masculino;91 a 100;C-Condutor Caminhão;653
Centro-Oeste;Mato Grosso do Sul;Masculino;91 a 100;D-Condutor Ônibus;42
Centro-Oeste;Mato Grosso do Sul;Masculino;91 a 100;E-Condutor Carreta;1
Centro-Oeste;Mato Grosso do Sul;Masculino;101 a 120;AB-Condutor Moto/Carro;3
Centro-Oeste;Mato Grosso do Sul;Masculino;101 a 120;B-Condutor Carro;586
Centro-Oeste;Mato Grosso do Sul;Masculino;101 a 120;C-Condutor Caminhão;45
Centro-Oeste;Mato Grosso do Sul;Feminino;18 a 21;A-Condutor Moto;567
Centro-Oeste;Mato Grosso do Sul;Feminino;18 a 21;AB-Condutor Moto/Carro;7.293
Centro-Oeste;Mato Grosso do Sul;Feminino;18 a 21;AC-Condutor Moto/Caminhão;6
Centro-Oeste;Mato Grosso do Sul;Feminino;18 a 21;AD-Condutor Moto/Ônibus;1
Centro-Oeste;Mato Grosso do Sul;Feminino;18 a 21;B-Condutor Carro;5.263
Centro-Oeste;Mato Grosso do Sul;Feminino;18 a 21;C-Condutor Caminhão;2
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;A-Condutor Moto;2.777
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;AB-Condutor Moto/Carro;18.564
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;AC-Condutor Moto/Caminhão;25
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;AD-Condutor Moto/Ônibus;89
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;AE-Condutor Moto/Carreta;6
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;B-Condutor Carro;11.558
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;C-Condutor Caminhão;7
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;D-Condutor Ônibus;4
Centro-Oeste;Mato Grosso do Sul;Feminino;22 a 25;E-Condutor Carreta;1
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;A-Condutor Moto;4.943
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;AB-Condutor Moto/Carro;32.431
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;AC-Condutor Moto/Caminhão;79
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;AD-Condutor Moto/Ônibus;497
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;AE-Condutor Moto/Carreta;67
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;B-Condutor Carro;16.993
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;C-Condutor Caminhão;10
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;D-Condutor Ônibus;28
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;E-Condutor Carreta;3
Centro-Oeste;Mato Grosso do Sul;Feminino;26 a 30;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;A-Condutor Moto;10.365
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;AB-Condutor Moto/Carro;73.727
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;AC-Condutor Moto/Caminhão;186
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;AD-Condutor Moto/Ônibus;2.028
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;AE-Condutor Moto/Carreta;315
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;B-Condutor Carro;39.584
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;C-Condutor Caminhão;21
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;D-Condutor Ônibus;279
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;E-Condutor Carreta;17
Centro-Oeste;Mato Grosso do Sul;Feminino;31 a 40;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;A-Condutor Moto;7.639
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;AB-Condutor Moto/Carro;42.648
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;AC-Condutor Moto/Caminhão;161
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;AD-Condutor Moto/Ônibus;1.526
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;AE-Condutor Moto/Carreta;246
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;B-Condutor Carro;42.228
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;C-Condutor Caminhão;87
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;D-Condutor Ônibus;469
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;E-Condutor Carreta;40
Centro-Oeste;Mato Grosso do Sul;Feminino;41 a 50;X-Condutor Ciclomotor;1
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;A-Condutor Moto;3.408
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;AB-Condutor Moto/Carro;15.792
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;AC-Condutor Moto/Caminhão;209
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;AD-Condutor Moto/Ônibus;441
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;AE-Condutor Moto/Carreta;67
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;B-Condutor Carro;38.208
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;C-Condutor Caminhão;314
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;D-Condutor Ônibus;416
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;E-Condutor Carreta;30
Centro-Oeste;Mato Grosso do Sul;Feminino;51 a 60;X-Condutor Ciclomotor;1
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;A-Condutor Moto;583
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;AB-Condutor Moto/Carro;2.820
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;AC-Condutor Moto/Caminhão;65
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;AD-Condutor Moto/Ônibus;71
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;AE-Condutor Moto/Carreta;11
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;B-Condutor Carro;25.607
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;C-Condutor Caminhão;193
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;D-Condutor Ônibus;191
Centro-Oeste;Mato Grosso do Sul;Feminino;61 a 70;E-Condutor Carreta;17
Centro-Oeste;Mato Grosso do Sul;Feminino;71 a 80;A-Condutor Moto;40
Centro-Oeste;Mato Grosso do Sul;Feminino;71 a 80;AB-Condutor Moto/Carro;206
Centro-Oeste;Mato Grosso do Sul;Feminino;71 a 80;AC-Condutor Moto/Caminhão;3
Centro-Oeste;Mato Grosso do Sul;Feminino;71 a 80;AD-Condutor Moto/Ônibus;4
Centro-Oeste;Mato Grosso do Sul;Feminino;71 a 80;B-Condutor Carro;9.735
Centro-Oeste;Mato Grosso do Sul;Feminino;71 a 80;C-Condutor Caminhão;55
Centro-Oeste;Mato Grosso do Sul;Feminino;71 a 80;D-Condutor Ônibus;31
Centro-Oeste;Mato Grosso do Sul;Feminino;81 a 90;AB-Condutor Moto/Carro;10
Centro-Oeste;Mato Grosso do Sul;Feminino;81 a 90;AC-Condutor Moto/Caminhão;1
Centro-Oeste;Mato Grosso do Sul;Feminino;81 a 90;B-Condutor Carro;2.573
Centro-Oeste;Mato Grosso do Sul;Feminino;81 a 90;C-Condutor Caminhão;8
Centro-Oeste;Mato Grosso do Sul;Feminino;81 a 90;D-Condutor Ônibus;3
Centro-Oeste;Mato Grosso do Sul;Feminino;91 a 100;AB-Condutor Moto/Carro;1
Centro-Oeste;Mato Grosso do Sul;Feminino;91 a 100;B-Condutor Carro;459
Centro-Oeste;Mato Grosso do Sul;Feminino;91 a 100;C-Condutor Caminhão;2
Centro-Oeste;Mato Grosso do Sul;Feminino;101 a 120;B-Condutor Carro;24
Centro-Oeste;Mato Grosso;Masculino;18 a 21;A-Condutor Moto;301
Centro-Oeste;Mato Grosso;Masculino;18 a 21;AB-Condutor Moto/Carro;21.170
Centro-Oeste;Mato Grosso;Masculino;18 a 21;AC-Condutor Moto/Caminhão;221
Centro-Oeste;Mato Grosso;Masculino;18 a 21;AD-Condutor Moto/Ônibus;8
Centro-Oeste;Mato Grosso;Masculino;18 a 21;AE-Condutor Moto/Carreta;8
Centro-Oeste;Mato Grosso;Masculino;18 a 21;B-Condutor Carro;2.910
Centro-Oeste;Mato Grosso;Masculino;18 a 21;C-Condutor Caminhão;13
Centro-Oeste;Mato Grosso;Masculino;18 a 21;D-Condutor Ônibus;1
Centro-Oeste;Mato Grosso;Masculino;22 a 25;A-Condutor Moto;1.112
Centro-Oeste;Mato Grosso;Masculino;22 a 25;AB-Condutor Moto/Carro;54.526
Centro-Oeste;Mato Grosso;Masculino;22 a 25;AC-Condutor Moto/Caminhão;815
Centro-Oeste;Mato Grosso;Masculino;22 a 25;AD-Condutor Moto/Ônibus;2.495
Centro-Oeste;Mato Grosso;Masculino;22 a 25;AE-Condutor Moto/Carreta;700
Centro-Oeste;Mato Grosso;Masculino;22 a 25;B-Condutor Carro;6.561
Centro-Oeste;Mato Grosso;Masculino;22 a 25;C-Condutor Caminhão;32
Centro-Oeste;Mato Grosso;Masculino;22 a 25;D-Condutor Ônibus;85
Centro-Oeste;Mato Grosso;Masculino;22 a 25;E-Condutor Carreta;22
Centro-Oeste;Mato Grosso;Masculino;26 a 30;A-Condutor Moto;1.601
Centro-Oeste;Mato Grosso;Masculino;26 a 30;AB-Condutor Moto/Carro;76.158
Centro-Oeste;Mato Grosso;Masculino;26 a 30;AC-Condutor Moto/Caminhão;1.430
Centro-Oeste;Mato Grosso;Masculino;26 a 30;AD-Condutor Moto/Ônibus;10.785
Centro-Oeste;Mato Grosso;Masculino;26 a 30;AE-Condutor Moto/Carreta;4.413
Centro-Oeste;Mato Grosso;Masculino;26 a 30;B-Condutor Carro;8.683
Centro-Oeste;Mato Grosso;Masculino;26 a 30;C-Condutor Caminhão;56
Centro-Oeste;Mato Grosso;Masculino;26 a 30;D-Condutor Ônibus;278
Centro-Oeste;Mato Grosso;Masculino;26 a 30;E-Condutor Carreta;103
Centro-Oeste;Mato Grosso;Masculino;31 a 40;A-Condutor Moto;3.112
Centro-Oeste;Mato Grosso;Masculino;31 a 40;AB-Condutor Moto/Carro;144.400
Centro-Oeste;Mato Grosso;Masculino;31 a 40;AC-Condutor Moto/Caminhão;3.713
Centro-Oeste;Mato Grosso;Masculino;31 a 40;AD-Condutor Moto/Ônibus;40.443
Centro-Oeste;Mato Grosso;Masculino;31 a 40;AE-Condutor Moto/Carreta;22.237
Centro-Oeste;Mato Grosso;Masculino;31 a 40;B-Condutor Carro;20.399
Centro-Oeste;Mato Grosso;Masculino;31 a 40;C-Condutor Caminhão;262
Centro-Oeste;Mato Grosso;Masculino;31 a 40;D-Condutor Ônibus;1.799
Centro-Oeste;Mato Grosso;Masculino;31 a 40;E-Condutor Carreta;986
Centro-Oeste;Mato Grosso;Masculino;41 a 50;A-Condutor Moto;2.453
Centro-Oeste;Mato Grosso;Masculino;41 a 50;AB-Condutor Moto/Carro;95.048
Centro-Oeste;Mato Grosso;Masculino;41 a 50;AC-Condutor Moto/Caminhão;10.547
Centro-Oeste;Mato Grosso;Masculino;41 a 50;AD-Condutor Moto/Ônibus;33.135
Centro-Oeste;Mato Grosso;Masculino;41 a 50;AE-Condutor Moto/Carreta;23.345
Centro-Oeste;Mato Grosso;Masculino;41 a 50;B-Condutor Carro;23.690
Centro-Oeste;Mato Grosso;Masculino;41 a 50;C-Condutor Caminhão;2.116
Centro-Oeste;Mato Grosso;Masculino;41 a 50;D-Condutor Ônibus;4.172
Centro-Oeste;Mato Grosso;Masculino;41 a 50;E-Condutor Carreta;4.140
Centro-Oeste;Mato Grosso;Masculino;51 a 60;A-Condutor Moto;1.810
Centro-Oeste;Mato Grosso;Masculino;51 a 60;AB-Condutor Moto/Carro;54.570
Centro-Oeste;Mato Grosso;Masculino;51 a 60;AC-Condutor Moto/Caminhão;16.892
Centro-Oeste;Mato Grosso;Masculino;51 a 60;AD-Condutor Moto/Ônibus;16.557
Centro-Oeste;Mato Grosso;Masculino;51 a 60;AE-Condutor Moto/Carreta;14.017
Centro-Oeste;Mato Grosso;Masculino;51 a 60;B-Condutor Carro;24.508
Centro-Oeste;Mato Grosso;Masculino;51 a 60;C-Condutor Caminhão;7.032
Centro-Oeste;Mato Grosso;Masculino;51 a 60;D-Condutor Ônibus;5.676
Centro-Oeste;Mato Grosso;Masculino;51 a 60;E-Condutor Carreta;6.051
Centro-Oeste;Mato Grosso;Masculino;51 a 60;XE-Condutor Ciclomotor/Carreta;1
Centro-Oeste;Mato Grosso;Masculino;61 a 70;A-Condutor Moto;857
Centro-Oeste;Mato Grosso;Masculino;61 a 70;AB-Condutor Moto/Carro;20.517
Centro-Oeste;Mato Grosso;Masculino;61 a 70;AC-Condutor Moto/Caminhão;7.172
Centro-Oeste;Mato Grosso;Masculino;61 a 70;AD-Condutor Moto/Ônibus;5.467
Centro-Oeste;Mato Grosso;Masculino;61 a 70;AE-Condutor Moto/Carreta;4.240
Centro-Oeste;Mato Grosso;Masculino;61 a 70;B-Condutor Carro;26.879
Centro-Oeste;Mato Grosso;Masculino;61 a 70;C-Condutor Caminhão;9.596
Centro-Oeste;Mato Grosso;Masculino;61 a 70;D-Condutor Ônibus;6.550
Centro-Oeste;Mato Grosso;Masculino;61 a 70;E-Condutor Carreta;5.555
Centro-Oeste;Mato Grosso;Masculino;71 a 80;A-Condutor Moto;266
Centro-Oeste;Mato Grosso;Masculino;71 a 80;AB-Condutor Moto/Carro;5.710
Centro-Oeste;Mato Grosso;Masculino;71 a 80;AC-Condutor Moto/Caminhão;1.105
Centro-Oeste;Mato Grosso;Masculino;71 a 80;AD-Condutor Moto/Ônibus;881
Centro-Oeste;Mato Grosso;Masculino;71 a 80;AE-Condutor Moto/Carreta;386
Centro-Oeste;Mato Grosso;Masculino;71 a 80;B-Condutor Carro;19.477
Centro-Oeste;Mato Grosso;Masculino;71 a 80;C-Condutor Caminhão;4.409
Centro-Oeste;Mato Grosso;Masculino;71 a 80;D-Condutor Ônibus;2.722
Centro-Oeste;Mato Grosso;Masculino;71 a 80;E-Condutor Carreta;1.182
Centro-Oeste;Mato Grosso;Masculino;71 a 80;XB-Condutor Ciclomotor/Carro;1
Centro-Oeste;Mato Grosso;Masculino;81 a 90;A-Condutor Moto;70
Centro-Oeste;Mato Grosso;Masculino;81 a 90;AB-Condutor Moto/Carro;827
Centro-Oeste;Mato Grosso;Masculino;81 a 90;AC-Condutor Moto/Caminhão;229
Centro-Oeste;Mato Grosso;Masculino;81 a 90;AD-Condutor Moto/Ônibus;105
Centro-Oeste;Mato Grosso;Masculino;81 a 90;AE-Condutor Moto/Carreta;28
Centro-Oeste;Mato Grosso;Masculino;81 a 90;B-Condutor Carro;8.739
Centro-Oeste;Mato Grosso;Masculino;81 a 90;C-Condutor Caminhão;1.760
Centro-Oeste;Mato Grosso;Masculino;81 a 90;D-Condutor Ônibus;738
Centro-Oeste;Mato Grosso;Masculino;81 a 90;E-Condutor Carreta;183
Centro-Oeste;Mato Grosso;Masculino;91 a 100;A-Condutor Moto;3
Centro-Oeste;Mato Grosso;Masculino;91 a 100;AB-Condutor Moto/Carro;68
Centro-Oeste;Mato Grosso;Masculino;91 a 100;AC-Condutor Moto/Caminhão;12
Centro-Oeste;Mato Grosso;Masculino;91 a 100;AD-Condutor Moto/Ônibus;2
Centro-Oeste;Mato Grosso;Masculino;91 a 100;B-Condutor Carro;2.472
Centro-Oeste;Mato Grosso;Masculino;91 a 100;C-Condutor Caminhão;209
Centro-Oeste;Mato Grosso;Masculino;91 a 100;D-Condutor Ônibus;61
Centro-Oeste;Mato Grosso;Masculino;91 a 100;E-Condutor Carreta;5
Centro-Oeste;Mato Grosso;Masculino;101 a 120;AB-Condutor Moto/Carro;1
Centro-Oeste;Mato Grosso;Masculino;101 a 120;AC-Condutor Moto/Caminhão;1
Centro-Oeste;Mato Grosso;Masculino;101 a 120;B-Condutor Carro;247
Centro-Oeste;Mato Grosso;Masculino;101 a 120;C-Condutor Caminhão;4
Centro-Oeste;Mato Grosso;Masculino;101 a 120;E-Condutor Carreta;1
Centro-Oeste;Mato Grosso;Feminino;18 a 21;A-Condutor Moto;157
Centro-Oeste;Mato Grosso;Feminino;18 a 21;AB-Condutor Moto/Carro;8.000
Centro-Oeste;Mato Grosso;Feminino;18 a 21;AC-Condutor Moto/Caminhão;3
Centro-Oeste;Mato Grosso;Feminino;18 a 21;B-Condutor Carro;3.043
Centro-Oeste;Mato Grosso;Feminino;22 a 25;A-Condutor Moto;916
Centro-Oeste;Mato Grosso;Feminino;22 a 25;AB-Condutor Moto/Carro;25.317
Centro-Oeste;Mato Grosso;Feminino;22 a 25;AC-Condutor Moto/Caminhão;21
Centro-Oeste;Mato Grosso;Feminino;22 a 25;AD-Condutor Moto/Ônibus;60
Centro-Oeste;Mato Grosso;Feminino;22 a 25;AE-Condutor Moto/Carreta;6
Centro-Oeste;Mato Grosso;Feminino;22 a 25;B-Condutor Carro;8.316
Centro-Oeste;Mato Grosso;Feminino;22 a 25;D-Condutor Ônibus;8
Centro-Oeste;Mato Grosso;Feminino;22 a 25;E-Condutor Carreta;1
